init,player_1,step_duration,265
init,player_0,step_duration,278
init,player_0,step_duration,4286
init,player_1,step_duration,4298
init,player_0,step_duration,285
init,player_1,step_duration,285
init,player_1,step_duration,282
init,player_0,step_duration,295
init,player_0,step_duration,284
init,player_1,step_duration,297
init,player_1,step_duration,284
init,player_0,step_duration,285
init,player_1,step_duration,287
init,player_0,step_duration,292
init,player_0,step_duration,286
init,player_1,step_duration,293
init,player_0,step_duration,287
init,player_1,step_duration,287
init,player_0,step_duration,291
init,player_1,step_duration,291
init,player_0,step_duration,291
init,player_1,step_duration,290
init,player_0,step_duration,297
init,player_1,step_duration,297
init,player_1,step_duration,284
init,player_0,step_duration,285
init,player_0,step_duration,287
init,player_1,step_duration,288
init,player_1,step_duration,285
init,player_0,step_duration,286
init,player_1,step_duration,286
init,player_0,step_duration,285
init,player_0,step_duration,289
init,player_1,step_duration,291
init,player_1,step_duration,288
init,player_0,step_duration,289
init,player_1,step_duration,294
init,player_0,step_duration,295
init,player_0,step_duration,291
init,player_1,step_duration,293
init,player_1,step_duration,298
init,player_0,step_duration,300
init,player_1,step_duration,288
init,player_0,step_duration,287
init,player_0,step_duration,288
init,player_1,step_duration,289
init,player_1,step_duration,293
init,player_0,step_duration,293
init,player_1,step_duration,289
init,player_0,step_duration,290
init,player_1,step_duration,288
init,player_0,step_duration,288
init,player_0,step_duration,287
init,player_1,step_duration,288
init,player_0,step_duration,295
init,player_1,step_duration,295
init,player_1,step_duration,291
init,player_0,step_duration,292
init,player_1,step_duration,291
init,player_0,step_duration,291
init,player_0,step_duration,297
init,player_1,step_duration,297
init,player_0,step_duration,287
init,player_1,step_duration,288
init,player_1,step_duration,284
init,player_0,step_duration,286
init,player_0,step_duration,291
init,player_1,step_duration,293
init,player_0,step_duration,287
init,player_1,step_duration,286
init,player_0,step_duration,288
init,player_1,step_duration,288
init,player_0,step_duration,288
init,player_1,step_duration,288
init,player_0,step_duration,295
init,player_1,step_duration,296
init,player_0,step_duration,294
init,player_1,step_duration,296
init,player_0,step_duration,302
init,player_1,step_duration,300
init,player_0,step_duration,289
init,player_1,step_duration,293
init,player_0,step_duration,307
init,player_1,step_duration,304
init,player_0,step_duration,298
init,player_1,step_duration,299
init,player_0,step_duration,301
init,player_1,step_duration,300
init,player_1,step_duration,296
init,player_0,step_duration,328
init,player_0,step_duration,305
init,player_1,step_duration,335
init,player_0,step_duration,307
init,player_1,step_duration,307
init,player_0,step_duration,315
init,player_1,step_duration,316
init,player_0,step_duration,309
init,player_1,step_duration,312
init,player_0,step_duration,294
init,player_1,step_duration,291
init,player_1,step_duration,297
init,player_0,step_duration,300
init,player_0,step_duration,291
init,player_1,step_duration,293
init,player_1,step_duration,287
init,player_0,step_duration,292
init,player_0,step_duration,293
init,player_1,step_duration,298
init,player_0,step_duration,296
init,player_1,step_duration,300
init,player_0,step_duration,310
init,player_1,step_duration,307
init,player_0,step_duration,300
init,player_1,step_duration,306
init,player_1,step_duration,310
init,player_0,step_duration,318
init,player_0,step_duration,297
init,player_1,step_duration,299
init,player_0,step_duration,291
init,player_1,step_duration,293
init,player_0,step_duration,292
init,player_1,step_duration,289
init,player_0,step_duration,288
init,player_1,step_duration,292
init,player_0,step_duration,291
init,player_1,step_duration,288
init,player_1,step_duration,287
init,player_0,step_duration,289
init,player_0,step_duration,296
init,player_1,step_duration,301
init,player_0,step_duration,293
init,player_1,step_duration,296
init,player_1,step_duration,297
init,player_0,step_duration,313
init,player_0,step_duration,303
init,player_1,step_duration,315
init,player_0,step_duration,302
init,player_1,step_duration,300
init,player_0,step_duration,288
init,player_1,step_duration,292
init,player_0,step_duration,299
init,player_1,step_duration,293
init,player_0,step_duration,289
init,player_1,step_duration,293
init,player_0,step_duration,293
init,player_1,step_duration,290
init,player_0,step_duration,293
init,player_1,step_duration,293
init,player_0,step_duration,287
init,player_1,step_duration,288
init,player_0,step_duration,294
init,player_1,step_duration,297
init,player_1,step_duration,304
init,player_0,step_duration,308
init,player_0,step_duration,289
init,player_1,step_duration,291
init,player_0,step_duration,287
init,player_1,step_duration,290
init,player_1,step_duration,287
init,player_0,step_duration,291
init,player_0,step_duration,288
init,player_1,step_duration,288
init,player_0,step_duration,286
init,player_1,step_duration,287
init,player_1,step_duration,285
